InteractionID,CustomerID,CustomerName,City,Industry,SalesRep,LeadSource,InteractionDate,OpportunityValue,Status,ContactMethod,SatisfactionScore
3034,CUST4034,Thomas Dalton,Hyderabad,IT,Rahul Verma,Referral,15-11-2025,14097.62,Lost,Email,3
3035,CUST4035,Anna Walker,Chennai,Finance,Anjali Rao,Website,02-03-2026,85290.21,Open,Phone,2
3036,CUST4036,Christopher Sanchez,Pune,IT,Anjali Rao,Referral,01-10-2025,99896.84,Lost,Meeting,8
3037,CUST4037,Scott Jones,Bangalore,Healthcare,Kiran Das,Event,18-02-2026,89719.18,Open,Meeting,6
3038,CUST4038,Christina Ramos,Bangalore,Retail,Anjali Rao,Advertisement,20-12-2025,23788.01,Lost,Email,10
3039,CUST4039,Bradley Williams,Mumbai,Finance,Kiran Das,LinkedIn,25-10-2025,98457.38,Open,Email,5
3040,CUST4040,Jennifer Davis,Bangalore,Manufacturing,Anjali Rao,Event,30-04-2026,34093.56,Open,Email,4
3041,CUST4041,Nathan Welch,Bangalore,Manufacturing,Anjali Rao,Event,14-02-2026,24247.67,Lost,Phone,9
3042,CUST4042,Alan Evans,Chennai,Retail,Priya Sharma,Referral,10-02-2026,77999.61,Open,Phone,2
3043,CUST4043,Adam Davis,Pune,Healthcare,Rahul Verma,LinkedIn,30-01-2026,24731.02,Lost,Phone,2
3044,CUST4044,Christina Mitchell,Delhi,Retail,Priya Sharma,Referral,19-11-2025,30468.73,Lost,Email,9
3045,CUST4045,James Reese,Chennai,Finance,Rahul Verma,LinkedIn,28-01-2026,31087.91,Won,Email,10
3046,CUST4046,Vickie Burnett,Pune,Retail,Anjali Rao,LinkedIn,08-01-2026,19026.35,Lost,Email,8
3047,CUST4047,Rachel Robertson,Hyderabad,Finance,Priya Sharma,Website,03-05-2026,50313.25,Won,Meeting,4
3048,CUST4048,Christopher Scott,Delhi,Healthcare,Rahul Verma,Website,13-01-2026,48843.05,Lost,Email,9
3049,CUST4049,John Hall,Mumbai,Healthcare,Rahul Verma,Referral,25-03-2026,75532.66,Lost,Email,6
3050,CUST4050,Corey Brown,Bangalore,Healthcare,Rahul Verma,Advertisement,12-10-2025,51401.11,Won,Meeting,9
3051,CUST4051,Jay Bray,Delhi,Finance,Priya Sharma,Website,01-12-2025,61549.87,Open,Phone,2
3052,CUST4052,Jennifer Miller,Mumbai,Finance,Rahul Verma,Referral,23-02-2026,22496.32,Open,Email,8
3053,CUST4053,Mary Clark,Bangalore,Healthcare,Priya Sharma,Advertisement,04-10-2025,77612.12,Lost,Phone,7
3054,CUST4054,Billy Garrett,Chennai,IT,Anjali Rao,Referral,11-12-2025,80619.1,Open,Meeting,9
3055,CUST4055,Vanessa Castillo,Mumbai,Healthcare,Rahul Verma,Advertisement,14-06-2026,39177.16,Lost,Email,2
3056,CUST4056,David Miller,Hyderabad,Manufacturing,Anjali Rao,Event,21-10-2025,12847.78,Won,Email,2
3057,CUST4057,Alex Smith,Pune,Retail,Anjali Rao,Referral,17-05-2026,37748.08,Lost,Meeting,3
3058,CUST4058,Sara Acosta,Bangalore,IT,Kiran Das,Website,17-09-2025,96057.31,Open,Email,1
3059,CUST4059,Shannon Dougherty,Hyderabad,Healthcare,Priya Sharma,Referral,10-10-2025,46209.9,Lost,Meeting,7
3060,CUST4060,Travis Pratt,Chennai,Finance,Rahul Verma,Website,31-01-2026,66401.78,Lost,Email,3
3061,CUST4061,Lindsay Gray,Mumbai,IT,Anjali Rao,Advertisement,11-01-2026,58137.29,Lost,Phone,1
3062,CUST4062,Gerald Martin,Delhi,Manufacturing,Anjali Rao,Advertisement,11-08-2025,12171.31,Lost,Email,9
3063,CUST4063,Leah Cline,Pune,IT,Kiran Das,Advertisement,13-12-2025,75139.33,Lost,Phone,9
3064,CUST4064,Mark Nielsen,Pune,Retail,Priya Sharma,LinkedIn,03-08-2025,37765.52,Won,Email,3
3065,CUST4065,Nicholas Howell,Mumbai,IT,Rahul Verma,Event,13-03-2026,97368.84,Lost,Email,6
3066,CUST4066,Christina Johnson,Hyderabad,IT,Priya Sharma,LinkedIn,10-08-2025,31374.38,Won,Meeting,6
3067,CUST4067,Margaret Perez,Hyderabad,Retail,Rahul Verma,LinkedIn,18-06-2026,76614.7,Lost,Phone,6
3068,CUST4068,Chad Martin,Mumbai,Retail,Rahul Verma,Advertisement,16-09-2025,25512.18,Lost,Phone,6
3069,CUST4069,Andrea Young,Bangalore,Retail,Rahul Verma,Website,20-08-2025,39332.27,Lost,Phone,7
3070,CUST4070,James Rosario,Bangalore,Finance,Rahul Verma,Website,22-06-2026,87365.3,Open,Meeting,3
3071,CUST4071,Marc Holmes,Bangalore,Healthcare,Priya Sharma,Advertisement,05-12-2025,61804.34,Lost,Phone,3
3072,CUST4072,Amy Kaufman,Pune,IT,Kiran Das,LinkedIn,26-11-2025,19616.22,Won,Meeting,7
3073,CUST4073,Robert Smith,Mumbai,IT,Kiran Das,Advertisement,30-10-2025,41156.17,Open,Email,2
3074,CUST4074,Erica Davis,Chennai,Manufacturing,Anjali Rao,Event,16-09-2025,17211.58,Lost,Phone,9
3075,CUST4075,Melissa Morris MD,Chennai,Retail,Anjali Rao,LinkedIn,02-02-2026,7916.77,Lost,Email,8
3076,CUST4076,Krystal Turner DDS,Delhi,Manufacturing,Kiran Das,Event,24-06-2026,44607.06,Won,Phone,9
3077,CUST4077,Christian Nelson,Mumbai,Finance,Anjali Rao,LinkedIn,11-09-2025,15043.48,Won,Meeting,2
3078,CUST4078,Joshua Heath,Pune,IT,Priya Sharma,LinkedIn,20-01-2026,97036.62,Won,Meeting,3
3079,CUST4079,Susan Rodriguez,Hyderabad,IT,Anjali Rao,Website,27-02-2026,87944.26,Won,Email,10
3080,CUST4080,David Gray,Hyderabad,Healthcare,Anjali Rao,Referral,30-06-2025,56944.8,Lost,Email,8
3081,CUST4081,Joshua Lamb,Hyderabad,Finance,Anjali Rao,Advertisement,31-05-2026,31539.57,Won,Email,1
3082,CUST4082,Thomas Gibson,Chennai,Finance,Anjali Rao,Referral,01-09-2025,13067.44,Won,Phone,6
3083,CUST4083,Bradley Brooks,Chennai,Healthcare,Priya Sharma,Advertisement,24-07-2025,96770.53,Won,Meeting,4
3084,CUST4084,Danielle Le,Mumbai,IT,Kiran Das,Advertisement,26-01-2026,48803.29,Won,Phone,8
3085,CUST4085,Steven Valdez,Mumbai,IT,Rahul Verma,Website,03-03-2026,49959.48,Lost,Phone,6
3086,CUST4086,Christian Pacheco,Chennai,Finance,Rahul Verma,Event,03-10-2025,58186.51,Lost,Meeting,7
3087,CUST4087,Kelly Wilkerson,Mumbai,Finance,Priya Sharma,LinkedIn,01-01-2026,39879.52,Won,Phone,2
3088,CUST4088,Nicole Kemp,Mumbai,IT,Anjali Rao,Website,11-07-2025,74751.43,Open,Email,4
3089,CUST4089,Lindsey White,Delhi,Manufacturing,Kiran Das,Event,31-07-2025,41416.9,Lost,Phone,4
3090,CUST4090,Robin Mcdonald,Chennai,Finance,Kiran Das,Event,25-02-2026,8427.76,Open,Meeting,9
3091,CUST4091,Regina Sanchez,Chennai,Finance,Kiran Das,Advertisement,14-04-2026,15432.44,Lost,Email,6
3092,CUST4092,Amber Becker,Bangalore,Healthcare,Anjali Rao,Referral,12-09-2025,32109.62,Lost,Meeting,3
3093,CUST4093,Benjamin Nelson,Delhi,Retail,Kiran Das,LinkedIn,14-01-2026,64968.29,Open,Email,2
3094,CUST4094,Francisco Hayes,Mumbai,IT,Priya Sharma,Referral,19-11-2025,40394.87,Lost,Email,2
3095,CUST4095,Monica Nunez,Bangalore,IT,Kiran Das,Event,04-03-2026,91678.06,Open,Meeting,6
3096,CUST4096,Richard Padilla,Pune,Retail,Kiran Das,Website,01-09-2025,98924.58,Lost,Phone,4
3097,CUST4097,Kathryn Luna,Chennai,Manufacturing,Kiran Das,Website,22-07-2025,67061.24,Won,Phone,2
3098,CUST4098,Joshua Davis,Bangalore,Finance,Anjali Rao,Website,30-08-2025,59706.18,Lost,Phone,5
3099,CUST4099,Donald Allen,Chennai,IT,Rahul Verma,Event,01-07-2025,66979.61,Lost,Email,4
3100,CUST4100,Christine Reynolds,Bangalore,Healthcare,Anjali Rao,Event,05-02-2026,47816.48,Lost,Meeting,1
3101,CUST4101,Richard Lester,Mumbai,Manufacturing,Anjali Rao,Referral,07-11-2025,92954.42,Open,Meeting,3
3102,CUST4102,Teresa Carpenter,Mumbai,Retail,Kiran Das,Advertisement,11-08-2025,98772.88,Open,Email,1
3103,CUST4103,Amanda Santana,Pune,Finance,Anjali Rao,Event,03-06-2026,83475.92,Won,Phone,2
3104,CUST4104,Vincent Craig,Mumbai,IT,Anjali Rao,Advertisement,11-02-2026,79742.58,Lost,Email,5
3105,CUST4105,Kristen Cisneros,Hyderabad,Healthcare,Anjali Rao,Website,11-06-2026,99651.64,Open,Meeting,9
3106,CUST4106,Brandon Adams,Chennai,Retail,Anjali Rao,Website,27-11-2025,39427.66,Won,Email,6
3107,CUST4107,Lori Peterson,Pune,Manufacturing,Priya Sharma,LinkedIn,17-02-2026,9833,Lost,Email,5
3108,CUST4108,Meredith Stout,Bangalore,Finance,Anjali Rao,LinkedIn,16-01-2026,39591.84,Lost,Email,6
3109,CUST4109,Robert Hoover,Delhi,Manufacturing,Rahul Verma,Referral,05-03-2026,85969.41,Open,Meeting,7
3110,CUST4110,Ronald Carter,Hyderabad,Finance,Anjali Rao,Referral,07-03-2026,59260.51,Open,Phone,10
3111,CUST4111,Kimberly Hess,Pune,Healthcare,Rahul Verma,Referral,25-04-2026,9508.97,Lost,Email,2
3112,CUST4112,Rebecca Gross,Hyderabad,Manufacturing,Kiran Das,Referral,26-11-2025,97922.16,Won,Phone,1
3113,CUST4113,Harold Barnes,Bangalore,Healthcare,Priya Sharma,Website,12-05-2026,29453.05,Lost,Phone,10
3114,CUST4114,Michelle Jones,Hyderabad,Retail,Kiran Das,Advertisement,20-01-2026,28444.35,Won,Phone,6
3115,CUST4115,Matthew Griffin,Hyderabad,Healthcare,Rahul Verma,Event,02-07-2025,8318.18,Open,Meeting,10
3116,CUST4116,Joshua Murphy,Chennai,Manufacturing,Anjali Rao,Advertisement,20-01-2026,62060.27,Won,Email,4
3117,CUST4117,Lance Harris,Pune,Retail,Anjali Rao,Event,18-05-2026,89787.32,Open,Meeting,5
3118,CUST4118,Dana Alvarado,Chennai,Retail,Priya Sharma,LinkedIn,02-07-2025,48257.78,Open,Meeting,5
3119,CUST4119,William Fox,Hyderabad,Finance,Anjali Rao,Event,09-06-2026,87708.89,Won,Phone,10
3120,CUST4120,Megan Rivera,Pune,Finance,Priya Sharma,Website,04-11-2025,7489.04,Lost,Phone,8
3121,CUST4121,Robert Heath Jr.,Pune,Healthcare,Rahul Verma,Website,03-06-2026,83976.81,Open,Meeting,1
3122,CUST4122,Robert Smith,Delhi,Retail,Priya Sharma,Event,20-04-2026,76800.56,Won,Meeting,8
3123,CUST4123,Pam Phillips,Hyderabad,IT,Priya Sharma,Referral,29-05-2026,67287.14,Lost,Email,3
3124,CUST4124,Margaret Collins,Hyderabad,IT,Kiran Das,LinkedIn,14-03-2026,93300.89,Lost,Meeting,5
3125,CUST4125,Mr. Kevin Waters,Pune,IT,Priya Sharma,Referral,27-10-2025,42583.53,Lost,Meeting,3
3126,CUST4126,Alexander Dixon,Pune,Manufacturing,Anjali Rao,LinkedIn,23-10-2025,8652.18,Open,Email,5
3127,CUST4127,Jordan Brown,Bangalore,Retail,Kiran Das,LinkedIn,05-02-2026,78517.78,Open,Phone,7
3128,CUST4128,Henry Smith,Chennai,Healthcare,Rahul Verma,LinkedIn,01-03-2026,10058.82,Lost,Meeting,6
3129,CUST4129,Robert Murphy,Mumbai,Healthcare,Rahul Verma,Advertisement,17-11-2025,66241.29,Open,Email,4
3130,CUST4130,Brandi Martin,Mumbai,Finance,Priya Sharma,Referral,08-05-2026,57742.22,Lost,Email,10
3131,CUST4131,Miguel Williams,Hyderabad,Healthcare,Rahul Verma,Referral,18-10-2025,95750.17,Won,Phone,5
3132,CUST4132,Daniel Evans,Hyderabad,IT,Rahul Verma,LinkedIn,20-12-2025,48818.15,Lost,Phone,5
3133,CUST4133,Thomas Nicholson,Chennai,Healthcare,Kiran Das,Referral,19-09-2025,98097.39,Lost,Meeting,5
3134,CUST4134,Katherine Hunter,Mumbai,Manufacturing,Kiran Das,LinkedIn,28-04-2026,5560.21,Won,Meeting,10
3135,CUST4135,Austin Navarro,Pune,Finance,Kiran Das,Website,31-07-2025,59737.07,Won,Meeting,8
3136,CUST4136,Stephanie Nash,Chennai,Healthcare,Anjali Rao,Advertisement,18-04-2026,83336.04,Won,Meeting,8
3137,CUST4137,Lori Brandt,Hyderabad,IT,Anjali Rao,Advertisement,15-11-2025,31155.75,Won,Email,3
3138,CUST4138,Jeremiah Lutz,Bangalore,Retail,Rahul Verma,Referral,21-11-2025,88136.89,Won,Email,3
3139,CUST4139,Shelly Ellis,Mumbai,Retail,Anjali Rao,Advertisement,11-09-2025,42137.18,Won,Phone,6
3140,CUST4140,Anthony Berry,Hyderabad,IT,Priya Sharma,LinkedIn,30-05-2026,5394.66,Lost,Email,9
3141,CUST4141,Jessica Burke,Pune,IT,Kiran Das,Referral,28-01-2026,57283.45,Lost,Email,3
3142,CUST4142,Jennifer Evans,Hyderabad,Retail,Priya Sharma,Website,26-04-2026,40829.88,Won,Email,1
3143,CUST4143,Tammy Duncan,Chennai,Finance,Anjali Rao,Referral,01-11-2025,16054.37,Lost,Email,8
3144,CUST4144,Barbara Gonzalez,Delhi,Healthcare,Priya Sharma,Referral,18-03-2026,39068.64,Lost,Email,8
3145,CUST4145,Casey Perez,Hyderabad,Healthcare,Anjali Rao,Event,02-12-2025,68200.4,Open,Meeting,2
3146,CUST4146,Andrew Hayden,Delhi,IT,Anjali Rao,Referral,15-11-2025,64476.83,Lost,Phone,9
3147,CUST4147,Kevin Thompson,Pune,IT,Priya Sharma,Website,01-01-2026,33352.88,Lost,Email,4
3148,CUST4148,Melissa Castillo,Delhi,Retail,Anjali Rao,Event,12-12-2025,29198.18,Won,Meeting,6
3149,CUST4149,Tara Aguilar,Pune,Retail,Anjali Rao,Advertisement,12-12-2025,54519.44,Open,Phone,1
3150,CUST4150,Anna Charles,Bangalore,Manufacturing,Priya Sharma,Referral,18-04-2026,24103.41,Won,Meeting,10
3151,CUST4151,Anthony Hurst,Chennai,IT,Kiran Das,Event,24-07-2025,42639.48,Open,Meeting,8
3152,CUST4152,Raymond Cuevas,Hyderabad,Manufacturing,Rahul Verma,Website,20-12-2025,71697.16,Won,Phone,8
3153,CUST4153,Timothy King,Pune,IT,Anjali Rao,LinkedIn,21-04-2026,89274.1,Won,Phone,3
3154,CUST4154,Darren Mays,Hyderabad,Finance,Kiran Das,Advertisement,16-07-2025,21532.5,Won,Meeting,7
3155,CUST4155,Mario Conley,Pune,Retail,Priya Sharma,LinkedIn,05-04-2026,99430.23,Lost,Email,3
3156,CUST4156,Dawn Sutton,Mumbai,Retail,Kiran Das,Referral,28-03-2026,44093.54,Won,Meeting,7
3157,CUST4157,Norma Davis,Pune,Healthcare,Kiran Das,Referral,19-12-2025,26287.36,Won,Phone,9
3158,CUST4158,Zachary Lynch,Pune,Retail,Anjali Rao,LinkedIn,05-10-2025,67977.43,Won,Phone,2
3159,CUST4159,Barbara Warren,Chennai,Healthcare,Rahul Verma,Event,01-05-2026,47578.01,Lost,Meeting,8
3160,CUST4160,Vanessa Downs,Delhi,Manufacturing,Kiran Das,Advertisement,16-11-2025,56828.47,Open,Email,3
3161,CUST4161,Matthew Martin,Delhi,Finance,Rahul Verma,Event,17-07-2025,14561.09,Lost,Meeting,5
3162,CUST4162,Ryan Rodriguez,Pune,Healthcare,Anjali Rao,Website,10-07-2025,69359.23,Lost,Meeting,8
3163,CUST4163,Toni Miller,Chennai,Retail,Anjali Rao,Referral,20-06-2026,39915.65,Open,Phone,4
3164,CUST4164,Rebecca Hensley,Pune,Manufacturing,Rahul Verma,LinkedIn,17-11-2025,55882.55,Lost,Meeting,4
3165,CUST4165,Alyssa Simmons,Delhi,Finance,Anjali Rao,Referral,31-01-2026,50845.24,Won,Meeting,5
3166,CUST4166,Taylor Wheeler,Hyderabad,IT,Priya Sharma,Website,29-06-2025,25955.19,Open,Phone,9
3167,CUST4167,Melinda Herrera,Delhi,IT,Priya Sharma,Event,14-07-2025,19290.5,Won,Email,3
3168,CUST4168,Matthew Bird,Chennai,IT,Rahul Verma,LinkedIn,05-05-2026,43927.61,Open,Meeting,7
3169,CUST4169,Tara Potter,Mumbai,Retail,Anjali Rao,Advertisement,14-01-2026,18460.19,Open,Meeting,6
3170,CUST4170,Brett Wright,Hyderabad,Retail,Rahul Verma,Event,21-01-2026,46436.69,Lost,Meeting,2
3171,CUST4171,Gregory Brennan,Pune,Healthcare,Anjali Rao,Advertisement,15-09-2025,90831.64,Lost,Phone,4
3172,CUST4172,Julie Pearson,Delhi,Finance,Anjali Rao,LinkedIn,05-04-2026,28866.28,Won,Email,7
3173,CUST4173,Jacqueline West,Mumbai,Retail,Anjali Rao,Event,20-08-2025,12560.75,Won,Email,3
3174,CUST4174,Erin Richardson,Delhi,Retail,Priya Sharma,LinkedIn,18-03-2026,82933.95,Won,Phone,7
3175,CUST4175,Anita Howell,Delhi,Retail,Priya Sharma,Event,13-11-2025,54144.44,Open,Phone,2
3176,CUST4176,Connie Hensley,Pune,Healthcare,Rahul Verma,Website,23-10-2025,23030.31,Won,Email,2
3177,CUST4177,Nicholas Johnson,Chennai,Retail,Rahul Verma,Website,10-07-2025,96544.64,Won,Phone,4
3178,CUST4178,Tonya Robinson,Chennai,Retail,Priya Sharma,Advertisement,23-11-2025,57908.55,Open,Meeting,7
3179,CUST4179,Dylan Johnson,Chennai,Retail,Anjali Rao,LinkedIn,20-04-2026,40544.63,Lost,Email,10
3180,CUST4180,Joshua Brown,Hyderabad,Healthcare,Anjali Rao,Advertisement,13-07-2025,10721.53,Won,Email,4
3181,CUST4181,Brenda Bauer,Bangalore,Manufacturing,Anjali Rao,Referral,04-01-2026,18531.85,Open,Email,3
3182,CUST4182,Tiffany Webb,Bangalore,IT,Kiran Das,Referral,09-03-2026,49389.02,Lost,Phone,1
3183,CUST4183,Julie Williams,Bangalore,IT,Priya Sharma,Advertisement,29-09-2025,81491.44,Won,Phone,1
3184,CUST4184,Cheryl Yu,Hyderabad,Finance,Anjali Rao,Event,05-05-2026,41026.08,Won,Meeting,4
3185,CUST4185,Joseph Dickerson,Pune,Retail,Anjali Rao,Website,02-03-2026,75057.94,Lost,Email,8
3186,CUST4186,Harry Gray,Delhi,Healthcare,Kiran Das,Advertisement,13-07-2025,54443.73,Won,Phone,10
3187,CUST4187,Danny Peck,Hyderabad,Healthcare,Kiran Das,LinkedIn,27-10-2025,27442.59,Open,Meeting,9
3188,CUST4188,Kyle Hawkins,Bangalore,Finance,Anjali Rao,Advertisement,06-04-2026,73202.58,Lost,Phone,10
3189,CUST4189,Rebecca Baldwin,Hyderabad,Healthcare,Kiran Das,Website,19-03-2026,76344.06,Lost,Meeting,2
3190,CUST4190,William White,Delhi,Healthcare,Rahul Verma,Event,07-03-2026,90890.28,Lost,Meeting,10
3191,CUST4191,Denise Greene,Chennai,IT,Priya Sharma,Event,19-04-2026,40172.92,Won,Phone,1
3192,CUST4192,Gary Rodriguez,Delhi,Finance,Anjali Rao,LinkedIn,28-09-2025,95361.39,Open,Phone,3
3193,CUST4193,Troy Nguyen,Hyderabad,Finance,Kiran Das,Referral,17-11-2025,51095.34,Won,Phone,8
3194,CUST4194,Tammy Santos,Mumbai,Healthcare,Rahul Verma,LinkedIn,11-11-2025,22046.27,Lost,Email,5
3195,CUST4195,Timothy White,Hyderabad,Finance,Anjali Rao,Website,12-09-2025,72930.9,Open,Meeting,6
3196,CUST4196,Heidi Johnson,Delhi,IT,Priya Sharma,Advertisement,11-08-2025,57841.76,Open,Meeting,7
3197,CUST4197,Benjamin Lutz,Bangalore,Manufacturing,Rahul Verma,Website,12-06-2026,46803.89,Lost,Phone,8
3198,CUST4198,Diane Warren,Hyderabad,Manufacturing,Priya Sharma,LinkedIn,24-06-2026,57128.32,Lost,Email,9
3199,CUST4199,Timothy Graham,Chennai,Manufacturing,Anjali Rao,Advertisement,03-03-2026,17669.09,Won,Email,3
3200,CUST4200,Carrie Moses,Bangalore,IT,Anjali Rao,Advertisement,26-11-2025,11537.63,Won,Meeting,4
3201,CUST4201,Meghan White,Chennai,IT,Priya Sharma,Website,28-06-2025,23363.55,Open,Meeting,1
3202,CUST4202,Zachary Powell,Chennai,IT,Rahul Verma,Website,04-06-2026,36447.15,Open,Phone,3
3203,CUST4203,Debra Gregory,Hyderabad,Healthcare,Anjali Rao,Referral,26-09-2025,45067.13,Lost,Email,3
3204,CUST4204,Jackson Rodriguez,Hyderabad,Finance,Priya Sharma,Event,31-12-2025,98547.8,Open,Phone,2
3205,CUST4205,Lindsay Anderson,Pune,Retail,Anjali Rao,Advertisement,22-08-2025,79863.47,Won,Phone,4
3206,CUST4206,Robert Jones,Chennai,Manufacturing,Rahul Verma,LinkedIn,04-01-2026,20354.74,Won,Phone,6
3207,CUST4207,Brenda Thomas,Chennai,Healthcare,Kiran Das,Event,05-11-2025,46107.63,Open,Email,3
3208,CUST4208,Alexandra Roberts,Pune,Finance,Kiran Das,Referral,05-11-2025,64602.17,Open,Meeting,9
3209,CUST4209,Stephen Baker,Mumbai,Healthcare,Priya Sharma,Website,02-08-2025,89735.95,Won,Phone,5
3210,CUST4210,Eric Brown,Bangalore,Finance,Anjali Rao,Advertisement,28-11-2025,11368.74,Lost,Meeting,8
3211,CUST4211,Jessica Leonard,Delhi,Retail,Rahul Verma,Website,04-01-2026,27582.5,Won,Phone,6
3212,CUST4212,Daniel Frye,Hyderabad,IT,Kiran Das,Advertisement,08-08-2025,21531.98,Lost,Phone,2
3213,CUST4213,Courtney Evans,Hyderabad,Retail,Anjali Rao,Event,22-06-2026,71138.08,Lost,Meeting,6
3214,CUST4214,Nichole Turner,Mumbai,IT,Rahul Verma,Referral,08-09-2025,40800.16,Won,Phone,1
3215,CUST4215,Steven Ferguson,Mumbai,Retail,Priya Sharma,LinkedIn,23-07-2025,32190.52,Lost,Email,2
3216,CUST4216,Matthew King,Chennai,Retail,Kiran Das,LinkedIn,13-06-2026,28196.72,Lost,Email,4
3217,CUST4217,Angela Franklin,Bangalore,Retail,Kiran Das,Website,30-01-2026,93335.87,Won,Meeting,9
3218,CUST4218,Eric Brown,Delhi,Retail,Anjali Rao,Advertisement,17-11-2025,61176.99,Lost,Email,10
3219,CUST4219,John Martinez,Pune,Retail,Priya Sharma,LinkedIn,16-06-2026,57864.61,Lost,Email,6
3220,CUST4220,Howard Gross,Pune,Finance,Priya Sharma,Advertisement,17-05-2026,97236.61,Open,Meeting,3
3221,CUST4221,Kenneth Hawkins,Chennai,Healthcare,Priya Sharma,Event,26-02-2026,14385.46,Lost,Phone,8
3222,CUST4222,Ashley Thomas,Delhi,Retail,Anjali Rao,Website,02-06-2026,59904.74,Won,Email,9
3223,CUST4223,Jessica Bell,Delhi,Manufacturing,Kiran Das,Referral,25-12-2025,61639.44,Lost,Meeting,8
3224,CUST4224,Nicholas Mullen,Pune,Retail,Anjali Rao,Website,07-11-2025,12441.37,Lost,Phone,10
3225,CUST4225,Tom Johnson,Bangalore,Finance,Anjali Rao,LinkedIn,05-08-2025,19839.52,Lost,Email,6
3226,CUST4226,Monica Smith,Delhi,Manufacturing,Priya Sharma,Website,25-06-2025,91418.92,Won,Phone,4
3227,CUST4227,Ashley Cook,Chennai,Retail,Kiran Das,LinkedIn,11-10-2025,11908.02,Lost,Meeting,4
3228,CUST4228,Jennifer Rush,Pune,Healthcare,Rahul Verma,Website,14-03-2026,54580.64,Won,Email,5
3229,CUST4229,Patrick Hayes,Pune,IT,Rahul Verma,Advertisement,30-01-2026,82186.17,Open,Phone,3
3230,CUST4230,Andre Griffin,Mumbai,Manufacturing,Anjali Rao,Event,28-10-2025,25171.18,Won,Meeting,1
3231,CUST4231,Jennifer Martin,Hyderabad,Finance,Kiran Das,Event,13-12-2025,32663.55,Open,Meeting,1
3232,CUST4232,Mark Travis,Hyderabad,IT,Anjali Rao,Advertisement,28-10-2025,56058.29,Lost,Email,2
3233,CUST4233,Eric Miller,Bangalore,IT,Anjali Rao,LinkedIn,16-04-2026,8817.79,Won,Meeting,8
3234,CUST4234,Jamie Day,Chennai,Healthcare,Priya Sharma,Event,16-09-2025,39141.82,Open,Meeting,1
3235,CUST4235,Douglas Ray,Mumbai,Retail,Anjali Rao,Referral,23-10-2025,96997.28,Won,Meeting,2
3236,CUST4236,Kathy Reed,Chennai,Manufacturing,Kiran Das,Referral,19-09-2025,95143.41,Won,Meeting,7
3237,CUST4237,Edward Aguirre,Bangalore,Finance,Anjali Rao,Website,16-11-2025,61652.42,Open,Email,8
3238,CUST4238,Thomas Knapp,Pune,Finance,Kiran Das,Referral,11-08-2025,59407.02,Open,Phone,9
3239,CUST4239,Joshua Gonzalez,Hyderabad,Retail,Anjali Rao,Advertisement,11-02-2026,39761.99,Open,Phone,3
3240,CUST4240,Pamela Lee,Chennai,Retail,Priya Sharma,Website,15-04-2026,89375.7,Lost,Phone,2
3241,CUST4241,Sandra Hoffman,Mumbai,Finance,Anjali Rao,Website,08-03-2026,97168.72,Lost,Phone,7
3242,CUST4242,Kelsey Gardner,Chennai,Manufacturing,Anjali Rao,Event,16-12-2025,44660.48,Lost,Meeting,4
3243,CUST4243,Brad Cohen,Bangalore,Retail,Kiran Das,Referral,18-07-2025,85540.02,Open,Meeting,10
3244,CUST4244,Fernando Kirby,Chennai,IT,Kiran Das,Website,21-05-2026,14611.51,Won,Phone,7
3245,CUST4245,John Eaton,Mumbai,Manufacturing,Priya Sharma,Advertisement,01-05-2026,90731.94,Open,Phone,6
3246,CUST4246,Anne Erickson,Hyderabad,IT,Priya Sharma,Referral,13-11-2025,19238.35,Open,Email,9
3247,CUST4247,John Campbell,Mumbai,Manufacturing,Anjali Rao,LinkedIn,07-04-2026,84157.58,Open,Meeting,7
3248,CUST4248,Russell King,Hyderabad,IT,Priya Sharma,LinkedIn,27-10-2025,15479.47,Won,Phone,4
3249,CUST4249,Kathryn Thomas,Bangalore,IT,Anjali Rao,Website,22-10-2025,95842.06,Open,Phone,1
3250,CUST4250,Collin White,Bangalore,Manufacturing,Rahul Verma,Website,11-10-2025,32447.93,Open,Meeting,7
3251,CUST4251,Christopher Rojas,Pune,Retail,Anjali Rao,LinkedIn,15-04-2026,97478.86,Open,Phone,1
3252,CUST4252,Dawn Woodard,Bangalore,Healthcare,Anjali Rao,Advertisement,23-05-2026,87942.03,Lost,Email,2
3253,CUST4253,Ronald Alvarado,Bangalore,Retail,Rahul Verma,Referral,05-02-2026,98032.33,Won,Phone,4
3254,CUST4254,Melinda Clayton,Delhi,IT,Priya Sharma,Advertisement,19-03-2026,40769.99,Won,Meeting,4
3255,CUST4255,Brandon James,Pune,Manufacturing,Priya Sharma,Website,11-09-2025,36649.45,Won,Meeting,9
3256,CUST4256,Barbara Williams,Bangalore,IT,Priya Sharma,Referral,26-06-2025,52510.49,Open,Email,8
3257,CUST4257,Marissa Jones,Bangalore,Manufacturing,Priya Sharma,Website,17-12-2025,15065.16,Open,Email,5
3258,CUST4258,Sheila Cameron,Hyderabad,IT,Priya Sharma,Event,02-08-2025,98002.59,Lost,Meeting,10
3259,CUST4259,Angela Clark,Pune,Finance,Anjali Rao,LinkedIn,31-01-2026,52003.05,Lost,Meeting,7
3260,CUST4260,Diana Miller,Mumbai,Retail,Rahul Verma,Website,29-10-2025,24745.94,Won,Meeting,5
